State,Facility Name,Facility ID,Unit ID,Associated Stacks,Year,Operating Time Count,Sum of the Operating Time,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),SO2 Rate (lbs/mmBtu),CO2 Mass (short tons),CO2 Rate (short tons/mmBtu),NOx Mass (short tons),NOx Rate (lbs/mmBtu),Heat Input (mmBtu),Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Program Code
KY,Ghent,1356,1,,2024,7849,7845.8,3133798.69,,895.597,0.0563,3103540.274,0.103,1009.86,0.0644,30248939.02,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Selective Catalytic Reduction,Baghouse,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,1,,2025,7272,7264.28,2757460.57,,954.316,0.0684,2758165.642,0.103,901.706,0.0632,26882682.8,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Selective Catalytic Reduction,Baghouse,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,1,,2026,4078,4075.39,1467467.27,,686.773,0.0921,1467447.699,0.103,423.55,0.0582,14302635.46,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA|Selective Catalytic Reduction,Baghouse,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,2,CS023,2022,6297,6288.19,2413461.61,,4157.112,0.336,2333645.444,0.103,2241.18,0.1856,22745084.77,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Baghouse,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Ghent,1356,2,CS023,2023,7965,7961.44,2824410.28,,3369.657,0.2368,2752506.929,0.103,3039.666,0.2163,26827573.85,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Baghouse,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,2,CS023,2024,7842,7838.93,2764921.9,,3390.055,0.2362,2707001.306,0.103,4146.474,0.2976,26384033.78,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Baghouse,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,2,CS023,2025,8297,8294.82,3216587.08,,5660.489,0.3502,3072429.61,0.103,3667.83,0.2337,29945706.29,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Baghouse,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,2,CS023,2026,3158,3156.56,1228065,,2051.935,0.342,1150556.927,0.103,1413.586,0.2391,11214007.2,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Baghouse,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,3,CS023,2022,8043,8036.78,3120206.32,,4461.178,0.2917,3012551.081,0.103,2397.434,0.1594,29362094.88,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Ghent,1356,3,CS023,2023,6812,6804.42,2583570.77,,2756.677,0.2176,2507216.2,0.103,2199.289,0.177,24436814.53,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,3,CS023,2024,8140,8137.33,3132716.98,,3288.152,0.2115,3053157.994,0.103,890.728,0.0611,29757869.39,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,3,CS023,2025,7295,7282.83,2920084.8,,4271.69,0.3023,2776590.902,0.103,2630.718,0.1945,27062268.3,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,3,CS023,2026,4048,4043.92,1594184.82,,2266.882,0.2972,1510031.514,0.103,1301.002,0.1761,14717648.87,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Untreated PAC Sorbent Injection|Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,4,,2022,7666,7661.48,2581816.43,,934.226,0.0712,2566995.757,0.103,741.212,0.0586,25019449.06,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Ghent,1356,4,,2023,7409,7404.69,2450092.22,,850.295,0.0686,2454646.522,0.103,700.995,0.0576,23924431.53,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,4,,2024,7634,7626.61,2548591.63,,1583.365,0.1208,2536178.342,0.103,940.609,0.0743,24719125.59,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,4,,2025,8177,8172.61,2936784.74,,1554.982,0.1073,2882324.206,0.103,827.066,0.058,28092838.96,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Ghent,1356,4,,2026,4321,4319.34,1509655.75,,884.766,0.118,1466353.995,0.103,382.791,0.0533,14291930.48,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Cane Run,1363,7A,,2022,6800,6778.93,2180684.59,,4.495,0.001,890422.441,0.059,190.762,0.0259,14983133.34,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Cane Run,1363,7A,,2023,7672,7659.58,2510383.48,,5.104,0.001,1011124.322,0.059,230.189,0.0273,17014082.14,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Cane Run,1363,7A,,2024,6599,6579.88,2345849.24,,4.452,0.001,881805.532,0.059,235.799,0.0323,14837933.41,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Cane Run,1363,7A,,2025,8059,8048.33,2683266.07,,5.215,0.001,1033048.822,0.059,255.86,0.0298,17382887.04,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Cane Run,1363,7A,,2026,3490,3486.14,1179550.98,,2.339,0.001,463261.017,0.059,113.599,0.0295,7795252.588,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Cane Run,1363,7B,,2022,7217,7203.75,2315036.89,,4.723,0.001,935592.104,0.059,202.989,0.0261,15743103.18,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Cane Run,1363,7B,,2023,7423,7414.15,2439187,,4.936,0.001,977691.721,0.059,216.399,0.0265,16451615.71,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Cane Run,1363,7B,,2024,6305,6292.26,2241357.26,,4.227,0.001,837247.465,0.059,203.211,0.0295,14088319.63,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Cane Run,1363,7B,,2025,7971,7958.39,2665441.67,,5.161,0.001,1022318.899,0.059,229.539,0.0271,17202439.45,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Cane Run,1363,7B,,2026,3369,3364.52,1143118.97,,2.254,0.001,446509.062,0.059,98.558,0.0265,7513299.709,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Mill Creek,1364,1,CS12,2022,5812,5792.08,1401744.85,,578.104,0.0847,1298487.787,0.1025,1693.116,0.2658,12666013.38,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Mill Creek,1364,1,CS12,2023,4761,4753.77,1167283.49,,509.43,0.0905,1058935.61,0.1025,1494.342,0.2874,10327666.89,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,1,CS12,2024,4010,3990.7,969808.45,,647.302,0.1393,891542.394,0.1025,1345.727,0.3046,8699733.141,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,2,CS12,2022,7634,7622.1,1802376.22,,736.545,0.0828,1679550.545,0.1028,2151.338,0.2632,16381349.32,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Mill Creek,1364,2,CS12,2023,7565,7560.5,1842797.58,,720.034,0.0826,1677713.728,0.1028,2277.958,0.2794,16356880.33,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,2,CS12,2024,7915,7904.24,1849157.18,,1107.22,0.1162,1722305.792,0.1027,2523.9,0.2992,16808103.66,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,2,,2025,7308,7296.04,1881055.07,,919.103,0.0942,1729080.681,0.1024,2769.282,0.3262,16863253.15,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,2,,2026,3881,3875.59,1016543.01,,186.427,0.0353,944938.558,0.1022,1721.916,0.3667,9231427.789,Coal,,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Separated OFA,Baghouse|Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,3,,2022,7315,7311.03,2253928.62,,706.878,0.0633,2190504.709,0.1025,711.217,0.0655,21385031.95,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Mill Creek,1364,3,,2023,8630,8626.25,2517512.62,,828.402,0.0671,2462557.742,0.1026,963.318,0.0802,24037060.18,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,3,,2024,6497,6476.67,1877437.51,,1045.653,0.1144,1853615.833,0.1015,646.866,0.0709,18120504.89,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,3,,2025,8287,8279.27,2870953.57,,1882.562,0.1356,2795709.5,0.1024,1378.229,0.1002,27301951.43,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,3,,2026,2920,2912.08,973679.82,,586.872,0.2398,979224.778,0.1016,618.806,0.1273,9570700.564,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,4,,2022,6868,6861.51,2573048.4,,1147.972,0.0886,2557893.739,0.1023,836.698,0.0667,24968392.61,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Mill Creek,1364,4,,2023,7433,7418.43,2760779.73,,1201.275,0.0918,2688815.003,0.1021,939.86,0.0726,26251357.01,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,4,,2024,7771,7764.42,2985362.46,,2075.818,0.1409,2931423.691,0.1024,945.583,0.0656,28615741.87,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,4,,2025,7263,7257.08,3135113.08,,792.304,0.0629,3083034.925,0.1025,1356.524,0.0896,30086675.09,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Mill Creek,1364,4,,2026,4192,4184.22,1807318.35,,509.911,0.0556,1779218.252,0.1022,881.948,0.1014,17375052.88,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Paddy's Run,1366,12,,2022,40,40,,,0.006,0.001,,,6.132,0.7,17520,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG3, CSSO2G1"
KY,Paddy's Run,1366,12,,2023,2,2,,,0,0.001,,,0.307,0.7,876,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2E, CSSO2G1"
KY,Paddy's Run,1366,12,,2024,9,9,,,0.001,0.001,,,1.38,0.7,3942,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2E, CSSO2G1"
KY,Paddy's Run,1366,12,,2025,10,10,,,0.002,0.001,,,1.533,0.7,4380,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2E, CSSO2G1"
KY,Paddy's Run,1366,12,,2026,25,25,,,0.004,0.001,,,3.833,0.7,10950,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2E, CSSO2G1"
KY,Paddy's Run,1366,13,,2022,875,795.11,94957.47,,0.303,0.001,60097.285,0.059,48.946,0.1007,1011264.658,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Paddy's Run,1366,13,,2023,242,213.83,27884.25,,0.088,0.001,17523.219,0.059,11.163,0.077,294858.034,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paddy's Run,1366,13,,2024,617,574.66,79611.96,,0.244,0.001,48379.063,0.059,30.146,0.0745,814072.489,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paddy's Run,1366,13,,2025,793,731.14,69421.15,,0.24,0.001,47556.281,0.059,29.52,0.0749,800228.681,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paddy's Run,1366,13,,2026,547,513.99,59500.91,,0.192,0.001,38003.077,0.059,23.153,0.0734,639484.376,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paradise,1378,PCC1,,2022,7914,7906.14,2374213.98,,4.798,0.001,950442.946,0.059,159.945,0.0205,15993085.91,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG3, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC1,,2023,6832,6822.81,2051316.32,,4.111,0.001,814302.811,0.059,119.736,0.0185,13702228.77,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC1,,2024,6910,6875.68,2075684.11,,4.291,0.001,850006.319,0.059,140.757,0.0216,14303017.24,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC1,,2025,7680,7670.97,2405994.3,,4.888,0.001,968347.452,0.059,160.87,0.0203,16294184.86,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC1,,2026,3699,3691.02,1112101.17,,2.252,0.001,446006.726,0.059,85.596,0.0231,7504977.391,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC2,,2022,7803,7790.73,2324692.2,,4.699,0.001,930827.532,0.059,148.577,0.0196,15663006.63,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG3, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC2,,2023,8230,8222.52,2471605.91,,4.974,0.001,985226.097,0.059,155.15,0.0195,16578278.72,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC2,,2024,6310,6282.85,1958238.39,,4.011,0.001,794556.083,0.059,110.887,0.0185,13369904.05,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC2,,2025,7807,7799.43,2445943.23,,4.978,0.001,986075.686,0.059,158.739,0.0198,16592560.87,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC2,,2026,3561,3555.05,1092865.02,,2.189,0.001,433630.401,0.059,74.755,0.0208,7296658.155,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC3,,2022,7805,7795.77,2335540.76,,4.72,0.001,934960.358,0.059,151.965,0.0201,15732588.31,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG3, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC3,,2023,8247,8235.76,2469430.11,,4.992,0.001,988786.44,0.059,159.136,0.0203,16638305.54,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC3,,2024,6746,6728.81,2051285.26,,4.226,0.001,837110.219,0.059,116.555,0.0181,14085949.24,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC3,,2025,7742,7732.49,2454475.34,,4.96,0.001,982561.955,0.059,159.728,0.0202,16533513.86,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC3,,2026,3661,3657.13,1118462.43,,2.258,0.001,447197.004,0.059,83.418,0.0228,7524904.94,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC5,,2024,3579,3439.65,586875.89,,1.896,0.001,375650.109,0.059,87.745,0.0302,6321054.92,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC5,,2025,2234,2078.36,355327.85,,1.146,0.001,226928.41,0.0591,53.602,0.0325,3818514.584,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC5,,2026,1104,1039.36,166521.97,,0.543,0.001,107533.382,0.0591,29.984,0.0381,1809448.939,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC6,,2024,3575,3445.31,582912.94,,1.879,0.001,372141.819,0.0591,92.747,0.0319,6262015.203,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC6,,2025,2252,2103.69,356949.64,,1.153,0.001,228402.812,0.0591,56.368,0.0332,3843282.412,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC6,,2026,976,923.01,150223.99,,0.487,0.001,96501.664,0.0592,26.7,0.0376,1623814.764,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC7,,2024,3551,3419.93,582372.05,,1.885,0.001,373441.341,0.059,93.558,0.0321,6283859.267,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC7,,2025,2216,2078.6,353207.05,,1.141,0.001,226063.229,0.059,56.285,0.0336,3803964.169,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Paradise,1378,PCC7,,2026,1073,1016.28,164705.82,,0.537,0.001,106315.764,0.059,29.788,0.038,1788938.512,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
KY,Shawnee,1379,1,CSSH15,2022,7142,7137.58,733845.77,,1246.611,0.3139,840236.323,0.105,657.937,0.1667,8011414.274,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
